tahun,bulan,provinsi,jenis,pnbp
2023,Desember,Jawa Timur,DR,0
2023,Desember,Kalimantan Barat,DR,0
2023,Desember,Kalimantan Selatan,DR,0
2023,Desember,Kalimantan Tengah,DR,0
2023,Desember,Kalimantan Timur,DR,0
2023,Desember,Kalimantan Utara,DR,0
2023,Desember,Kepulauan Riau,DR,0
2023,Desember,Lampung,DR,0
2023,Desember,Maluku,DR,0
2023,Desember,Maluku Utara,DR,0
2023,Desember,Nangroe Aceh Darussalam,DR,0
2023,Desember,Nusa Tenggara Barat,DR,0
2023,Desember,Papua,DR,0
2023,Desember,Papua Barat,DR,0
2023,Desember,Riau,DR,0
2023,Desember,Sulawesi Barat,DR,0
2023,Desember,Sulawesi Selatan,DR,0
2023,Desember,Sulawesi Tengah,DR,0
2023,Desember,Sulawesi Tenggara,DR,0
2023,Desember,Sulawesi Utara,DR,0
2023,Desember,Sumatera Barat,DR,0
2023,Desember,Sumatera Selatan,DR,0
2023,Desember,Sumatera Utara,DR,0
2023,Januari,Jambi,IURAN,0
2023,Januari,Sumatera Selatan,IURAN,0
2023,Februari,Jambi,IURAN,0
2023,Februari,Sumatera Selatan,IURAN,0
2023,Maret,Jambi,IURAN,18063300
2023,Maret,Sumatera Selatan,IURAN,0
2023,April,Jambi,IURAN,0
2023,April,Sumatera Selatan,IURAN,1338750
2023,Mei,Jambi,IURAN,0
2023,Mei,Sumatera Selatan,IURAN,0
2023,Juni,Jambi,IURAN,0
2023,Juni,Sumatera Selatan,IURAN,0
2023,Juli,Jambi,IURAN,0
2023,Juli,Sumatera Selatan,IURAN,0
2023,Agustus,Jambi,IURAN,0
2023,Agustus,Sumatera Selatan,IURAN,0
2023,September,Jambi,IURAN,0
2023,September,Sumatera Selatan,IURAN,0
2023,Oktober,Jambi,IURAN,0
2023,Oktober,Sumatera Selatan,IURAN,0
2023,November,Jambi,IURAN,0
2023,November,Sumatera Selatan,IURAN,0
2023,Desember,Jambi,IURAN,0
2023,Desember,Sumatera Selatan,IURAN,0
2023,Januari,Bangka Belitung,PSDH,68940
2023,Januari,Banten,PSDH,52194685
2023,Januari,Bengkulu,PSDH,420000
2023,Januari,Gorontalo,PSDH,652818841
2023,Januari,Jambi,PSDH,4252468051
2023,Januari,Jawa Barat,PSDH,910147301
2023,Januari,Jawa Tengah,PSDH,4678791679
2023,Januari,Jawa Timur,PSDH,3914081818
2023,Januari,Kalimantan Barat,PSDH,694321893
2023,Januari,Kalimantan Selatan,PSDH,411414169
2023,Januari,Kalimantan Tengah,PSDH,5418228027
2023,Januari,Kalimantan Timur,PSDH,15004008740
2023,Januari,Kalimantan Utara,PSDH,4940547782
2023,Januari,Kepulauan Riau,PSDH,295430
2023,Januari,Lampung,PSDH,172920110
2023,Januari,Maluku,PSDH,194241720
2023,Januari,Maluku Utara,PSDH,86363061
2023,Januari,Nangroe Aceh Darussalam,PSDH,28095660
2023,Januari,Nusa Tenggara Barat,PSDH,39491775
2023,Januari,Nusa Tenggara Timur,PSDH,253890
2023,Januari,Papua,PSDH,741087150
2023,Januari,Papua Barat,PSDH,1013939970
2023,Januari,Riau,PSDH,12783849223
2023,Januari,Sulawesi Barat,PSDH,0
2023,Januari,Sulawesi Selatan,PSDH,111117784
2023,Januari,Sulawesi Tengah,PSDH,179866253
2023,Januari,Sulawesi Tenggara,PSDH,171298135
2023,Januari,Sulawesi Utara,PSDH,10804009
2023,Januari,Sumatera Barat,PSDH,329752109
2023,Januari,Sumatera Selatan,PSDH,5396694290
2023,Januari,Sumatera Utara,PSDH,1457114788
2023,Februari,Bangka Belitung,PSDH,852390
2023,Februari,Banten,PSDH,22341153
2023,Februari,Bengkulu,PSDH,1218000
2023,Februari,Gorontalo,PSDH,325991700
2023,Februari,Jambi,PSDH,4778950862
2023,Februari,Jawa Barat,PSDH,793681876
2023,Februari,Jawa Tengah,PSDH,3807914879
2023,Februari,Jawa Timur,PSDH,3671923301
2023,Februari,Kalimantan Barat,PSDH,1597707730
2023,Februari,Kalimantan Selatan,PSDH,1337438926
2023,Februari,Kalimantan Tengah,PSDH,20121230741
2023,Februari,Kalimantan Timur,PSDH,4842993834
2023,Februari,Kalimantan Utara,PSDH,3328589891
2023,Februari,Kepulauan Riau,PSDH,1078800
2023,Februari,Lampung,PSDH,194198400
2023,Februari,Maluku,PSDH,773258650
2023,Februari,Maluku Utara,PSDH,301865390
2023,Februari,Nangroe Aceh Darussalam,PSDH,98208872
2023,Februari,Nusa Tenggara Barat,PSDH,19993298
2023,Februari,Nusa Tenggara Timur,PSDH,5440368
2023,Februari,Papua,PSDH,1042568644
2023,Februari,Papua Barat,PSDH,2727246508
2023,Februari,Riau,PSDH,18209593840
2023,Februari,Sulawesi Barat,PSDH,3202790
2023,Februari,Sulawesi Selatan,PSDH,203055775
2023,Februari,Sulawesi Tengah,PSDH,489775588
2023,Februari,Sulawesi Tenggara,PSDH,273286615
2023,Februari,Sulawesi Utara,PSDH,7149890
2023,Februari,Sumatera Barat,PSDH,592530319
2023,Februari,Sumatera Selatan,PSDH,8327796389
2023,Februari,Sumatera Utara,PSDH,2205330801
2023,Maret,Bangka Belitung,PSDH,31282489
2023,Maret,Banten,PSDH,48932660
2023,Maret,Bengkulu,PSDH,2029390
2023,Maret,Gorontalo,PSDH,847180444
2023,Maret,Jambi,PSDH,4872605220
2023,Maret,Jawa Barat,PSDH,901257164
2023,Maret,Jawa Tengah,PSDH,4279661176
2023,Maret,Jawa Timur,PSDH,3525068087
2023,Maret,Kalimantan Barat,PSDH,3111978217
2023,Maret,Kalimantan Selatan,PSDH,25386052
2023,Maret,Kalimantan Tengah,PSDH,14740586271
2023,Maret,Kalimantan Timur,PSDH,7118780685
2023,Maret,Kalimantan Utara,PSDH,5196107403
2023,Maret,Kepulauan Riau,PSDH,130980890
2023,Maret,Lampung,PSDH,86772390
2023,Maret,Maluku,PSDH,955784610
2023,Maret,Maluku Utara,PSDH,708112020
2023,Maret,Nangroe Aceh Darussalam,PSDH,94082748
2023,Maret,Nusa Tenggara Barat,PSDH,70472877
2023,Maret,Nusa Tenggara Timur,PSDH,4651860
2023,Maret,Papua,PSDH,2017458720
2023,Maret,Papua Barat,PSDH,3231102360
2023,Maret,Riau,PSDH,21820293805
2023,Maret,Sulawesi Barat,PSDH,7939620
2023,Maret,Sulawesi Selatan,PSDH,163554003
2023,Maret,Sulawesi Tengah,PSDH,454575029
2023,Maret,Sulawesi Tenggara,PSDH,210419923
2023,Maret,Sulawesi Utara,PSDH,105843975
2023,Maret,Sumatera Barat,PSDH,584950604
2023,Maret,Sumatera Selatan,PSDH,9272205388
2023,Maret,Sumatera Utara,PSDH,2008924958
2023,April,Bangka Belitung,PSDH,1151520
2023,April,Banten,PSDH,43643130
2023,April,Bengkulu,PSDH,882000
2023,April,Gorontalo,PSDH,20965118
2023,April,Jambi,PSDH,3202994342
2023,April,Jawa Barat,PSDH,748378669
2023,April,Jawa Tengah,PSDH,3133426736
2023,April,Jawa Timur,PSDH,2634257553
2023,April,Kalimantan Barat,PSDH,1846741538
2023,April,Kalimantan Selatan,PSDH,7913627
2023,April,Kalimantan Tengah,PSDH,8220697095
2023,April,Kalimantan Timur,PSDH,6962774755
2023,April,Kalimantan Utara,PSDH,4719783198
2023,April,Kepulauan Riau,PSDH,248753
2023,April,Lampung,PSDH,36301950
2023,April,Maluku,PSDH,1019248880
2023,April,Maluku Utara,PSDH,160406770
2023,April,Nangroe Aceh Darussalam,PSDH,79911804
2023,April,Nusa Tenggara Barat,PSDH,15879390
2023,April,Nusa Tenggara Timur,PSDH,0
2023,April,Papua,PSDH,1616703942
2023,April,Papua Barat,PSDH,2935428360
2023,April,Riau,PSDH,11687749615
2023,April,Sulawesi Barat,PSDH,3335080
2023,April,Sulawesi Selatan,PSDH,27334570
2023,April,Sulawesi Tengah,PSDH,184818640
2023,April,Sulawesi Tenggara,PSDH,200293260
2023,April,Sulawesi Utara,PSDH,0
2023,April,Sumatera Barat,PSDH,400551500
2023,April,Sumatera Selatan,PSDH,5935276290
2023,April,Sumatera Utara,PSDH,2298034998
2023,Mei,Bangka Belitung,PSDH,0
2023,Mei,Banten,PSDH,0
2023,Mei,Bengkulu,PSDH,0
2023,Mei,Gorontalo,PSDH,0
2023,Mei,Jambi,PSDH,0
2023,Mei,Jawa Barat,PSDH,0
2023,Mei,Jawa Tengah,PSDH,0
2023,Mei,Jawa Timur,PSDH,0
2023,Mei,Kalimantan Barat,PSDH,0
2023,Mei,Kalimantan Selatan,PSDH,0
2023,Mei,Kalimantan Tengah,PSDH,0
2023,Mei,Kalimantan Timur,PSDH,0
2023,Mei,Kalimantan Utara,PSDH,0
2023,Mei,Kepulauan Riau,PSDH,0
2023,Mei,Lampung,PSDH,0
2023,Mei,Maluku,PSDH,0
2023,Mei,Maluku Utara,PSDH,0
2023,Mei,Nangroe Aceh Darussalam,PSDH,0
2023,Mei,Nusa Tenggara Barat,PSDH,0
2023,Mei,Nusa Tenggara Timur,PSDH,0
2023,Mei,Papua,PSDH,0
2023,Mei,Papua Barat,PSDH,0
2023,Mei,Riau,PSDH,0
2023,Mei,Sulawesi Barat,PSDH,0
2023,Mei,Sulawesi Selatan,PSDH,0
2023,Mei,Sulawesi Tengah,PSDH,0
2023,Mei,Sulawesi Tenggara,PSDH,0
2023,Mei,Sulawesi Utara,PSDH,0
2023,Mei,Sumatera Barat,PSDH,0
2023,Mei,Sumatera Selatan,PSDH,0
2023,Mei,Sumatera Utara,PSDH,0
2023,Juni,Bangka Belitung,PSDH,0
2023,Juni,Banten,PSDH,0
2023,Juni,Bengkulu,PSDH,0
2023,Juni,Gorontalo,PSDH,0
2023,Juni,Jambi,PSDH,0
2023,Juni,Jawa Barat,PSDH,0
2023,Juni,Jawa Tengah,PSDH,0
2023,Juni,Jawa Timur,PSDH,0
2023,Juni,Kalimantan Barat,PSDH,0
2023,Juni,Kalimantan Selatan,PSDH,0
2023,Juni,Kalimantan Tengah,PSDH,0
2023,Juni,Kalimantan Timur,PSDH,0
2023,Juni,Kalimantan Utara,PSDH,0
2023,Juni,Kepulauan Riau,PSDH,0
2023,Juni,Lampung,PSDH,0
2023,Juni,Maluku,PSDH,0
2023,Juni,Maluku Utara,PSDH,0
2023,Juni,Nangroe Aceh Darussalam,PSDH,0
2023,Juni,Nusa Tenggara Barat,PSDH,0
2023,Juni,Nusa Tenggara Timur,PSDH,0
2023,Juni,Papua,PSDH,0
2023,Juni,Papua Barat,PSDH,0
2023,Juni,Riau,PSDH,0
2023,Juni,Sulawesi Barat,PSDH,0
2023,Juni,Sulawesi Selatan,PSDH,0
2023,Juni,Sulawesi Tengah,PSDH,0
2023,Juni,Sulawesi Tenggara,PSDH,0
2023,Juni,Sulawesi Utara,PSDH,0
2023,Juni,Sumatera Barat,PSDH,0
2023,Juni,Sumatera Selatan,PSDH,0
2023,Juni,Sumatera Utara,PSDH,0
2023,Juli,Bangka Belitung,PSDH,0
2023,Juli,Banten,PSDH,0
2023,Juli,Bengkulu,PSDH,0
2023,Juli,Gorontalo,PSDH,0
2023,Juli,Jambi,PSDH,0
2023,Juli,Jawa Barat,PSDH,0
2023,Juli,Jawa Tengah,PSDH,0
2023,Juli,Jawa Timur,PSDH,0
2023,Juli,Kalimantan Barat,PSDH,0
2023,Juli,Kalimantan Selatan,PSDH,0
2023,Juli,Kalimantan Tengah,PSDH,0
2023,Juli,Kalimantan Timur,PSDH,0
2023,Juli,Kalimantan Utara,PSDH,0
2023,Juli,Kepulauan Riau,PSDH,0
2023,Juli,Lampung,PSDH,0
2023,Juli,Maluku,PSDH,0
2023,Juli,Maluku Utara,PSDH,0
2023,Juli,Nangroe Aceh Darussalam,PSDH,0
2023,Juli,Nusa Tenggara Barat,PSDH,0
2023,Juli,Nusa Tenggara Timur,PSDH,0
2023,Juli,Papua,PSDH,0
2023,Juli,Papua Barat,PSDH,0
2023,Juli,Riau,PSDH,0
2023,Juli,Sulawesi Barat,PSDH,0
2023,Juli,Sulawesi Selatan,PSDH,0
2023,Juli,Sulawesi Tengah,PSDH,0
2023,Juli,Sulawesi Tenggara,PSDH,0
2023,Juli,Sulawesi Utara,PSDH,0
2023,Juli,Sumatera Barat,PSDH,0
2023,Juli,Sumatera Selatan,PSDH,0
2023,Juli,Sumatera Utara,PSDH,0
2023,Agustus,Bangka Belitung,PSDH,0
2023,Agustus,Banten,PSDH,0
2023,Agustus,Bengkulu,PSDH,0
2023,Agustus,Gorontalo,PSDH,0
2023,Agustus,Jambi,PSDH,0
2023,Agustus,Jawa Barat,PSDH,0
2023,Agustus,Jawa Tengah,PSDH,0
2023,Agustus,Jawa Timur,PSDH,0
2023,Agustus,Kalimantan Barat,PSDH,0
2023,Agustus,Kalimantan Selatan,PSDH,0
2023,Agustus,Kalimantan Tengah,PSDH,0
2023,Agustus,Kalimantan Timur,PSDH,0
2023,Agustus,Kalimantan Utara,PSDH,0
2023,Agustus,Kepulauan Riau,PSDH,0
2023,Agustus,Lampung,PSDH,0
2023,Agustus,Maluku,PSDH,0
2023,Agustus,Maluku Utara,PSDH,0
2023,Agustus,Nangroe Aceh Darussalam,PSDH,0
2023,Agustus,Nusa Tenggara Barat,PSDH,0
2023,Agustus,Nusa Tenggara Timur,PSDH,0
2023,Agustus,Papua,PSDH,0
2023,Agustus,Papua Barat,PSDH,0
2023,Agustus,Riau,PSDH,0
2023,Agustus,Sulawesi Barat,PSDH,0
2023,Agustus,Sulawesi Selatan,PSDH,0
2023,Agustus,Sulawesi Tengah,PSDH,0
2023,Agustus,Sulawesi Tenggara,PSDH,0
2023,Agustus,Sulawesi Utara,PSDH,0
2023,Agustus,Sumatera Barat,PSDH,0
2023,Agustus,Sumatera Selatan,PSDH,0
