tahun,bulan,provinsi,kelompok,volume,,,,,
2023,April,Kalimantan Barat,Kelompok Meranti,13034,,,,,
2023,April,Kalimantan Selatan,Kelompok Meranti,16,,,,,
2023,April,Kalimantan Tengah,Kelompok Meranti,103475,,,,,
2023,April,Kalimantan Timur,Kelompok Meranti,51177,,,,,
2023,April,Kalimantan Utara,Kelompok Meranti,50266,,,,,
2023,April,Kepulauan Riau,Kelompok Meranti,0,,,,,
2023,April,Maluku,Kelompok Meranti,11298,,,,,
2023,April,Maluku Utara,Kelompok Meranti,1664,,,,,
2023,April,Nangroe Aceh Darussalam,Kelompok Meranti,266,,,,,
2023,April,Nusa Tenggara Barat,Kelompok Meranti,0,,,,,
2023,April,Papua,Kelompok Meranti,4534,,,,,
2023,April,Papua Barat,Kelompok Meranti,4278,,,,,
2023,April,Riau,Kelompok Meranti,1937,,,,,
2023,April,Sulawesi Barat,Kelompok Meranti,8,,,,,
2023,April,Sulawesi Selatan,Kelompok Meranti,25,,,,,
2023,April,Sulawesi Tengah,Kelompok Meranti,534,,,,,
2023,April,Sulawesi Tenggara,Kelompok Meranti,233,,,,,
2023,April,Sulawesi Utara,Kelompok Meranti,0,,,,,
2023,April,Sumatera Barat,Kelompok Meranti,5156,,,,,
2023,April,Sumatera Selatan,Kelompok Meranti,0,,,,,
2023,April,Sumatera Utara,Kelompok Meranti,6938,,,,,
2023,Mei,Bangka Belitung,Kelompok Meranti,0,,,,,
2023,Mei,Bengkulu,Kelompok Meranti,0,,,,,
2023,Mei,Gorontalo,Kelompok Meranti,0,,,,,
2023,Mei,Jambi,Kelompok Meranti,0,,,,,
2023,Mei,Jawa Barat,Kelompok Meranti,0,,,,,
2023,Mei,Jawa Timur,Kelompok Meranti,0,,,,,
2023,Mei,Kalimantan Barat,Kelompok Meranti,0,,,,,
2023,Mei,Kalimantan Selatan,Kelompok Meranti,0,,,,,
2023,Mei,Kalimantan Tengah,Kelompok Meranti,0,,,,,
2023,Mei,Kalimantan Timur,Kelompok Meranti,0,,,,,
2023,Mei,Kalimantan Utara,Kelompok Meranti,0,,,,,
2023,Mei,Kepulauan Riau,Kelompok Meranti,0,,,,,
2023,Mei,Maluku,Kelompok Meranti,0,,,,,
2023,Mei,Maluku Utara,Kelompok Meranti,0,,,,,
2023,Mei,Nangroe Aceh Darussalam,Kelompok Meranti,0,,,,,
2023,Mei,Nusa Tenggara Barat,Kelompok Meranti,0,,,,,
2023,Mei,Papua,Kelompok Meranti,0,,,,,
2023,Mei,Papua Barat,Kelompok Meranti,0,,,,,
2023,Mei,Riau,Kelompok Meranti,0,,,,,
2023,Mei,Sulawesi Barat,Kelompok Meranti,0,,,,,
2023,Mei,Sulawesi Selatan,Kelompok Meranti,0,,,,,
2023,Mei,Sulawesi Tengah,Kelompok Meranti,0,,,,,
2023,Mei,Sulawesi Tenggara,Kelompok Meranti,0,,,,,
2023,Mei,Sulawesi Utara,Kelompok Meranti,0,,,,,
2023,Mei,Sumatera Barat,Kelompok Meranti,0,,,,,
2023,Mei,Sumatera Selatan,Kelompok Meranti,0,,,,,
2023,Mei,Sumatera Utara,Kelompok Meranti,0,,,,,
2023,Juni,Bangka Belitung,Kelompok Meranti,0,,,,,
2023,Juni,Bengkulu,Kelompok Meranti,0,,,,,
2023,Juni,Gorontalo,Kelompok Meranti,0,,,,,
2023,Juni,Jambi,Kelompok Meranti,0,,,,,
2023,Juni,Jawa Barat,Kelompok Meranti,0,,,,,
2023,Juni,Jawa Timur,Kelompok Meranti,0,,,,,
2023,Juni,Kalimantan Barat,Kelompok Meranti,0,,,,,
2023,Juni,Kalimantan Selatan,Kelompok Meranti,0,,,,,
2023,Juni,Kalimantan Tengah,Kelompok Meranti,0,,,,,
2023,Juni,Kalimantan Timur,Kelompok Meranti,0,,,,,
2023,Juni,Kalimantan Utara,Kelompok Meranti,0,,,,,
2023,Juni,Kepulauan Riau,Kelompok Meranti,0,,,,,
2023,Juni,Maluku,Kelompok Meranti,0,,,,,
2023,Juni,Maluku Utara,Kelompok Meranti,0,,,,,
2023,Juni,Nangroe Aceh Darussalam,Kelompok Meranti,0,,,,,
2023,Juni,Nusa Tenggara Barat,Kelompok Meranti,0,,,,,
2023,Juni,Papua,Kelompok Meranti,0,,,,,
2023,Juni,Papua Barat,Kelompok Meranti,0,,,,,
2023,Juni,Riau,Kelompok Meranti,0,,,,,
2023,Juni,Sulawesi Barat,Kelompok Meranti,0,,,,,
2023,Juni,Sulawesi Selatan,Kelompok Meranti,0,,,,,
2023,Juni,Sulawesi Tengah,Kelompok Meranti,0,,,,,
2023,Juni,Sulawesi Tenggara,Kelompok Meranti,0,,,,,
2023,Juni,Sulawesi Utara,Kelompok Meranti,0,,,,,
2023,Juni,Sumatera Barat,Kelompok Meranti,0,,,,,
2023,Juni,Sumatera Selatan,Kelompok Meranti,0,,,,,
2023,Juni,Sumatera Utara,Kelompok Meranti,0,,,,,
2023,Juli,Bangka Belitung,Kelompok Meranti,0,,,,,
2023,Juli,Bengkulu,Kelompok Meranti,0,,,,,
2023,Juli,Gorontalo,Kelompok Meranti,0,,,,,
2023,Juli,Jambi,Kelompok Meranti,0,,,,,
2023,Juli,Jawa Barat,Kelompok Meranti,0,,,,,
2023,Juli,Jawa Timur,Kelompok Meranti,0,,,,,
2023,Juli,Kalimantan Barat,Kelompok Meranti,0,,,,,
2023,Juli,Kalimantan Selatan,Kelompok Meranti,0,,,,,
2023,Juli,Kalimantan Tengah,Kelompok Meranti,0,,,,,
2023,Juli,Kalimantan Timur,Kelompok Meranti,0,,,,,
2023,Juli,Kalimantan Utara,Kelompok Meranti,0,,,,,
2023,Juli,Kepulauan Riau,Kelompok Meranti,0,,,,,
2023,Juli,Maluku,Kelompok Meranti,0,,,,,
2023,Juli,Maluku Utara,Kelompok Meranti,0,,,,,
2023,Juli,Nangroe Aceh Darussalam,Kelompok Meranti,0,,,,,
2023,Juli,Nusa Tenggara Barat,Kelompok Meranti,0,,,,,
2023,Juli,Papua,Kelompok Meranti,0,,,,,
2023,Juli,Papua Barat,Kelompok Meranti,0,,,,,
2023,Juli,Riau,Kelompok Meranti,0,,,,,
2023,Juli,Sulawesi Barat,Kelompok Meranti,0,,,,,
2023,Juli,Sulawesi Selatan,Kelompok Meranti,0,,,,,
2023,Juli,Sulawesi Tengah,Kelompok Meranti,0,,,,,
2023,Juli,Sulawesi Tenggara,Kelompok Meranti,0,,,,,
2023,Juli,Sulawesi Utara,Kelompok Meranti,0,,,,,
2023,Juli,Sumatera Barat,Kelompok Meranti,0,,,,,
2023,Juli,Sumatera Selatan,Kelompok Meranti,0,,,,,
2023,Juli,Sumatera Utara,Kelompok Meranti,0,,,,,
2023,Agustus,Bangka Belitung,Kelompok Meranti,0,,,,,
2023,Agustus,Bengkulu,Kelompok Meranti,0,,,,,
2023,Agustus,Gorontalo,Kelompok Meranti,0,,,,,
2023,Agustus,Jambi,Kelompok Meranti,0,,,,,
2023,Agustus,Jawa Barat,Kelompok Meranti,0,,,,,
2023,Agustus,Jawa Timur,Kelompok Meranti,0,,,,,
2023,Agustus,Kalimantan Barat,Kelompok Meranti,0,,,,,
2023,Agustus,Kalimantan Selatan,Kelompok Meranti,0,,,,,
2023,Agustus,Kalimantan Tengah,Kelompok Meranti,0,,,,,
2023,Agustus,Kalimantan Timur,Kelompok Meranti,0,,,,,
2023,Agustus,Kalimantan Utara,Kelompok Meranti,0,,,,,
2023,Agustus,Kepulauan Riau,Kelompok Meranti,0,,,,,
2023,Agustus,Maluku,Kelompok Meranti,0,,,,,
2023,Agustus,Maluku Utara,Kelompok Meranti,0,,,,,
2023,Agustus,Nangroe Aceh Darussalam,Kelompok Meranti,0,,,,,
2023,Agustus,Nusa Tenggara Barat,Kelompok Meranti,0,,,,,
2023,Agustus,Papua,Kelompok Meranti,0,,,,,
2023,Agustus,Papua Barat,Kelompok Meranti,0,,,,,
2023,Agustus,Riau,Kelompok Meranti,0,,,,,
2023,Agustus,Sulawesi Barat,Kelompok Meranti,0,,,,,
2023,Agustus,Sulawesi Selatan,Kelompok Meranti,0,,,,,
2023,Agustus,Sulawesi Tengah,Kelompok Meranti,0,,,,,
2023,Agustus,Sulawesi Tenggara,Kelompok Meranti,0,,,,,
2023,Agustus,Sulawesi Utara,Kelompok Meranti,0,,,,,
2023,Agustus,Sumatera Barat,Kelompok Meranti,0,,,,,
2023,Agustus,Sumatera Selatan,Kelompok Meranti,0,,,,,
2023,Agustus,Sumatera Utara,Kelompok Meranti,0,,,,,
2023,September,Bangka Belitung,Kelompok Meranti,0,,,,,
2023,September,Bengkulu,Kelompok Meranti,0,,,,,
2023,September,Gorontalo,Kelompok Meranti,0,,,,,
2023,September,Jambi,Kelompok Meranti,0,,,,,
2023,September,Jawa Barat,Kelompok Meranti,0,,,,,
2023,September,Jawa Timur,Kelompok Meranti,0,,,,,
2023,September,Kalimantan Barat,Kelompok Meranti,0,,,,,
2023,September,Kalimantan Selatan,Kelompok Meranti,0,,,,,
2023,September,Kalimantan Tengah,Kelompok Meranti,0,,,,,
2023,September,Kalimantan Timur,Kelompok Meranti,0,,,,,
2023,September,Kalimantan Utara,Kelompok Meranti,0,,,,,
2023,September,Kepulauan Riau,Kelompok Meranti,0,,,,,
2023,September,Maluku,Kelompok Meranti,0,,,,,
2023,September,Maluku Utara,Kelompok Meranti,0,,,,,
2023,September,Nangroe Aceh Darussalam,Kelompok Meranti,0,,,,,
2023,September,Nusa Tenggara Barat,Kelompok Meranti,0,,,,,
2023,September,Papua,Kelompok Meranti,0,,,,,
2023,September,Papua Barat,Kelompok Meranti,0,,,,,
2023,September,Riau,Kelompok Meranti,0,,,,,
2023,September,Sulawesi Barat,Kelompok Meranti,0,,,,,
2023,September,Sulawesi Selatan,Kelompok Meranti,0,,,,,
2023,September,Sulawesi Tengah,Kelompok Meranti,0,,,,,
2023,September,Sulawesi Tenggara,Kelompok Meranti,0,,,,,
2023,September,Sulawesi Utara,Kelompok Meranti,0,,,,,
2023,September,Sumatera Barat,Kelompok Meranti,0,,,,,
2023,September,Sumatera Selatan,Kelompok Meranti,0,,,,,
2023,September,Sumatera Utara,Kelompok Meranti,0,,,,,
2023,Oktober,Bangka Belitung,Kelompok Meranti,0,,,,,
2023,Oktober,Bengkulu,Kelompok Meranti,0,,,,,
2023,Oktober,Gorontalo,Kelompok Meranti,0,,,,,
2023,Oktober,Jambi,Kelompok Meranti,0,,,,,
2023,Oktober,Jawa Barat,Kelompok Meranti,0,,,,,
2023,Oktober,Jawa Timur,Kelompok Meranti,0,,,,,
2023,Oktober,Kalimantan Barat,Kelompok Meranti,0,,,,,
2023,Oktober,Kalimantan Selatan,Kelompok Meranti,0,,,,,
2023,Oktober,Kalimantan Tengah,Kelompok Meranti,0,,,,,
2023,Oktober,Kalimantan Timur,Kelompok Meranti,0,,,,,
2023,Oktober,Kalimantan Utara,Kelompok Meranti,0,,,,,
2023,Oktober,Kepulauan Riau,Kelompok Meranti,0,,,,,
2023,Oktober,Maluku,Kelompok Meranti,0,,,,,
2023,Oktober,Maluku Utara,Kelompok Meranti,0,,,,,
2023,Oktober,Nangroe Aceh Darussalam,Kelompok Meranti,0,,,,,
2023,Oktober,Nusa Tenggara Barat,Kelompok Meranti,0,,,,,
2023,Oktober,Papua,Kelompok Meranti,0,,,,,
2023,Oktober,Papua Barat,Kelompok Meranti,0,,,,,
2023,Oktober,Riau,Kelompok Meranti,0,,,,,
2023,Oktober,Sulawesi Barat,Kelompok Meranti,0,,,,,
2023,Oktober,Sulawesi Selatan,Kelompok Meranti,0,,,,,
2023,Oktober,Sulawesi Tengah,Kelompok Meranti,0,,,,,
2023,Oktober,Sulawesi Tenggara,Kelompok Meranti,0,,,,,
2023,Oktober,Sulawesi Utara,Kelompok Meranti,0,,,,,
2023,Oktober,Sumatera Barat,Kelompok Meranti,0,,,,,
2023,Oktober,Sumatera Selatan,Kelompok Meranti,0,,,,,
2023,Oktober,Sumatera Utara,Kelompok Meranti,0,,,,,
2023,November,Bangka Belitung,Kelompok Meranti,0,,,,,
2023,November,Bengkulu,Kelompok Meranti,0,,,,,
2023,November,Gorontalo,Kelompok Meranti,0,,,,,
2023,November,Jambi,Kelompok Meranti,0,,,,,
2023,November,Jawa Barat,Kelompok Meranti,0,,,,,
2023,November,Jawa Timur,Kelompok Meranti,0,,,,,
2023,November,Kalimantan Barat,Kelompok Meranti,0,,,,,
2023,November,Kalimantan Selatan,Kelompok Meranti,0,,,,,
2023,November,Kalimantan Tengah,Kelompok Meranti,0,,,,,
2023,November,Kalimantan Timur,Kelompok Meranti,0,,,,,
2023,November,Kalimantan Utara,Kelompok Meranti,0,,,,,
2023,November,Kepulauan Riau,Kelompok Meranti,0,,,,,
2023,November,Maluku,Kelompok Meranti,0,,,,,
2023,November,Maluku Utara,Kelompok Meranti,0,,,,,
2023,November,Nangroe Aceh Darussalam,Kelompok Meranti,0,,,,,
2023,November,Nusa Tenggara Barat,Kelompok Meranti,0,,,,,
2023,November,Papua,Kelompok Meranti,0,,,,,
2023,November,Papua Barat,Kelompok Meranti,0,,,,,
2023,November,Riau,Kelompok Meranti,0,,,,,
2023,November,Sulawesi Barat,Kelompok Meranti,0,,,,,
2023,November,Sulawesi Selatan,Kelompok Meranti,0,,,,,
2023,November,Sulawesi Tengah,Kelompok Meranti,0,,,,,
2023,November,Sulawesi Tenggara,Kelompok Meranti,0,,,,,
2023,November,Sulawesi Utara,Kelompok Meranti,0,,,,,
2023,November,Sumatera Barat,Kelompok Meranti,0,,,,,
2023,November,Sumatera Selatan,Kelompok Meranti,0,,,,,
2023,November,Sumatera Utara,Kelompok Meranti,0,,,,,
2023,Desember,Bangka Belitung,Kelompok Meranti,0,,,,,
2023,Desember,Bengkulu,Kelompok Meranti,0,,,,,
2023,Desember,Gorontalo,Kelompok Meranti,0,,,,,
2023,Desember,Jambi,Kelompok Meranti,0,,,,,
2023,Desember,Jawa Barat,Kelompok Meranti,0,,,,,
2023,Desember,Jawa Timur,Kelompok Meranti,0,,,,,
2023,Desember,Kalimantan Barat,Kelompok Meranti,0,,,,,
2023,Desember,Kalimantan Selatan,Kelompok Meranti,0,,,,,
2023,Desember,Kalimantan Tengah,Kelompok Meranti,0,,,,,
2023,Desember,Kalimantan Timur,Kelompok Meranti,0,,,,,
2023,Desember,Kalimantan Utara,Kelompok Meranti,0,,,,,
2023,Desember,Kepulauan Riau,Kelompok Meranti,0,,,,,
2023,Desember,Maluku,Kelompok Meranti,0,,,,,
2023,Desember,Maluku Utara,Kelompok Meranti,0,,,,,
2023,Desember,Nangroe Aceh Darussalam,Kelompok Meranti,0,,,,,
2023,Desember,Nusa Tenggara Barat,Kelompok Meranti,0,,,,,
2023,Desember,Papua,Kelompok Meranti,0,,,,,
2023,Desember,Papua Barat,Kelompok Meranti,0,,,,,
2023,Desember,Riau,Kelompok Meranti,0,,,,,
2023,Desember,Sulawesi Barat,Kelompok Meranti,0,,,,,
2023,Desember,Sulawesi Selatan,Kelompok Meranti,0,,,,,
2023,Desember,Sulawesi Tengah,Kelompok Meranti,0,,,,,
2023,Desember,Sulawesi Tenggara,Kelompok Meranti,0,,,,,
2023,Desember,Sulawesi Utara,Kelompok Meranti,0,,,,,
2023,Desember,Sumatera Barat,Kelompok Meranti,0,,,,,
2023,Desember,Sumatera Selatan,Kelompok Meranti,0,,,,,
2023,Desember,Sumatera Utara,Kelompok Meranti,0,,,,,
2023,Januari,Bangka Belitung,Rimba Campuran,0,,,,,
2023,Januari,Gorontalo,Rimba Campuran,5470,,,,,
2023,Januari,Jambi,Rimba Campuran,308895,,,,,
2023,Januari,Jawa Barat,Rimba Campuran,130,,,,,
2023,Januari,Jawa Tengah,Rimba Campuran,90,,,,,
2023,Januari,Jawa Timur,Rimba Campuran,3182,,,,,
2023,Januari,Kalimantan Barat,Rimba Campuran,21493,,,,,
2023,Januari,Kalimantan Selatan,Rimba Campuran,0,,,,,
2023,Januari,Kalimantan Tengah,Rimba Campuran,107075,,,,,
2023,Januari,Kalimantan Timur,Rimba Campuran,193990,,,,,
2023,Januari,Kalimantan Utara,Rimba Campuran,47843,,,,,
2023,Januari,Kepulauan Riau,Rimba Campuran,0,,,,,
2023,Januari,Maluku,Rimba Campuran,154,,,,,
2023,Januari,Maluku Utara,Rimba Campuran,231,,,,,
2023,Januari,Nangroe Aceh Darussalam,Rimba Campuran,307,,,,,
2023,Januari,Nusa Tenggara Barat,Rimba Campuran,574,,,,,
2023,Januari,Nusa Tenggara Timur,Rimba Campuran,0,,,,,
2023,Januari,Papua,Rimba Campuran,142,,,,,
2023,Januari,Papua Barat,Rimba Campuran,899,,,,,
2023,Januari,Riau,Rimba Campuran,451327,,,,,
2023,Januari,Sulawesi Barat,Rimba Campuran,0,,,,,
2023,Januari,Sulawesi Selatan,Rimba Campuran,2084,,,,,
2023,Januari,Sulawesi Tengah,Rimba Campuran,3453,,,,,
2023,Januari,Sulawesi Tenggara,Rimba Campuran,1315,,,,,
2023,Januari,Sulawesi Utara,Rimba Campuran,0,,,,,
2023,Januari,Sumatera Barat,Rimba Campuran,2205,,,,,
2023,Januari,Sumatera Selatan,Rimba Campuran,253168,,,,,
2023,Januari,Sumatera Utara,Rimba Campuran,116034,,,,,
2023,Februari,Bangka Belitung,Rimba Campuran,0,,,,,
2023,Februari,Gorontalo,Rimba Campuran,2233,,,,,
2023,Februari,Jambi,Rimba Campuran,343094,,,,,
2023,Februari,Jawa Barat,Rimba Campuran,157,,,,,
2023,Februari,Jawa Tengah,Rimba Campuran,1182,,,,,
2023,Februari,Jawa Timur,Rimba Campuran,6697,,,,,
2023,Februari,Kalimantan Barat,Rimba Campuran,16147,,,,,
2023,Februari,Kalimantan Selatan,Rimba Campuran,1661,,,,,
2023,Februari,Kalimantan Tengah,Rimba Campuran,124233,,,,,
2023,Februari,Kalimantan Timur,Rimba Campuran,238552,,,,,
2023,Februari,Kalimantan Utara,Rimba Campuran,43504,,,,,
2023,Februari,Kepulauan Riau,Rimba Campuran,0,,,,,
2023,Februari,Maluku,Rimba Campuran,275,,,,,
2023,Februari,Maluku Utara,Rimba Campuran,610,,,,,
2023,Februari,Nangroe Aceh Darussalam,Rimba Campuran,376,,,,,
2023,Februari,Nusa Tenggara Barat,Rimba Campuran,345,,,,,
2023,Februari,Nusa Tenggara Timur,Rimba Campuran,19,,,,,
2023,Februari,Papua,Rimba Campuran,4019,,,,,
2023,Februari,Papua Barat,Rimba Campuran,2271,,,,,
2023,Februari,Riau,Rimba Campuran,501428,,,,,
2023,Februari,Sulawesi Barat,Rimba Campuran,80,,,,,
2023,Februari,Sulawesi Selatan,Rimba Campuran,2579,,,,,
2023,Februari,Sulawesi Tengah,Rimba Campuran,3067,,,,,
2023,Februari,Sulawesi Tenggara,Rimba Campuran,3931,,,,,
2023,Februari,Sulawesi Utara,Rimba Campuran,62,,,,,
2023,Februari,Sumatera Barat,Rimba Campuran,5155,,,,,
2023,Februari,Sumatera Selatan,Rimba Campuran,350304,,,,,
2023,Februari,Sumatera Utara,Rimba Campuran,150971,,,,,
2023,Maret,Bangka Belitung,Rimba Campuran,39,,,,,
2023,Maret,Gorontalo,Rimba Campuran,6739,,,,,
2023,Maret,Jambi,Rimba Campuran,346245,,,,,
2023,Maret,Jawa Barat,Rimba Campuran,231,,,,,
2023,Maret,Jawa Tengah,Rimba Campuran,1598,,,,,
2023,Maret,Jawa Timur,Rimba Campuran,6731,,,,,
2023,Maret,Kalimantan Barat,Rimba Campuran,38837,,,,,
2023,Maret,Kalimantan Selatan,Rimba Campuran,9,,,,,
2023,Maret,Kalimantan Tengah,Rimba Campuran,118628,,,,,
2023,Maret,Kalimantan Timur,Rimba Campuran,285017,,,,,
2023,Maret,Kalimantan Utara,Rimba Campuran,66874,,,,,
2023,Maret,Kepulauan Riau,Rimba Campuran,3783,,,,,
2023,Maret,Maluku,Rimba Campuran,1789,,,,,
2023,Maret,Maluku Utara,Rimba Campuran,852,,,,,
2023,Maret,Nangroe Aceh Darussalam,Rimba Campuran,455,,,,,
2023,Maret,Nusa Tenggara Barat,Rimba Campuran,506,,,,,
2023,Maret,Nusa Tenggara Timur,Rimba Campuran,0,,,,,
2023,Maret,Papua,Rimba Campuran,8541,,,,,
2023,Maret,Papua Barat,Rimba Campuran,1989,,,,,
2023,Maret,Riau,Rimba Campuran,590799,,,,,
2023,Maret,Sulawesi Barat,Rimba Campuran,162,,,,,
2023,Maret,Sulawesi Selatan,Rimba Campuran,1154,,,,,
2023,Maret,Sulawesi Tengah,Rimba Campuran,4669,,,,,
2023,Maret,Sulawesi Tenggara,Rimba Campuran,3604,,,,,
2023,Maret,Sulawesi Utara,Rimba Campuran,0,,,,,
2023,Maret,Sumatera Barat,Rimba Campuran,2883,,,,,
2023,Maret,Sumatera Selatan,Rimba Campuran,421515,,,,,
2023,Maret,Sumatera Utara,Rimba Campuran,177254,,,,,
2023,April,Bangka Belitung,Rimba Campuran,0,,,,,
2023,April,Gorontalo,Rimba Campuran,442,,,,,
2023,April,Jambi,Rimba Campuran,283951,,,,,
2023,April,Jawa Barat,Rimba Campuran,49,,,,,
2023,April,Jawa Tengah,Rimba Campuran,519,,,,,
2023,April,Jawa Timur,Rimba Campuran,5609,,,,,
2023,April,Kalimantan Barat,Rimba Campuran,22095,,,,,
2023,April,Kalimantan Selatan,Rimba Campuran,59,,,,,
2023,April,Kalimantan Tengah,Rimba Campuran,71035,,,,,
2023,April,Kalimantan Timur,Rimba Campuran,258532,,,,,
2023,April,Kalimantan Utara,Rimba Campuran,63683,,,,,
2023,April,Kepulauan Riau,Rimba Campuran,0,,,,,
2023,April,Maluku,Rimba Campuran,738,,,,,
2023,April,Maluku Utara,Rimba Campuran,869,,,,,
2023,April,Nangroe Aceh Darussalam,Rimba Campuran,369,,,,,
2023,April,Nusa Tenggara Barat,Rimba Campuran,0,,,,,
2023,April,Nusa Tenggara Timur,Rimba Campuran,0,,,,,
2023,April,Papua,Rimba Campuran,5308,,,,,
2023,April,Papua Barat,Rimba Campuran,1815,,,,,
2023,April,Riau,Rimba Campuran,448895,,,,,
2023,April,Sulawesi Barat,Rimba Campuran,68,,,,,
2023,April,Sulawesi Selatan,Rimba Campuran,91,,,,,
2023,April,Sulawesi Tengah,Rimba Campuran,3338,,,,,
2023,April,Sulawesi Tenggara,Rimba Campuran,2559,,,,,
2023,April,Sulawesi Utara,Rimba Campuran,0,,,,,
2023,April,Sumatera Barat,Rimba Campuran,520,,,,,
2023,April,Sumatera Selatan,Rimba Campuran,271575,,,,,
2023,April,Sumatera Utara,Rimba Campuran,150290,,,,,
2023,Mei,Bangka Belitung,Rimba Campuran,0,,,,,
2023,Mei,Gorontalo,Rimba Campuran,0,,,,,
2023,Mei,Jambi,Rimba Campuran,0,,,,,
2023,Mei,Jawa Barat,Rimba Campuran,0,,,,,
2023,Mei,Jawa Tengah,Rimba Campuran,0,,,,,
2023,Mei,Jawa Timur,Rimba Campuran,0,,,,,
2023,Mei,Kalimantan Barat,Rimba Campuran,0,,,,,
2023,Mei,Kalimantan Selatan,Rimba Campuran,0,,,,,
2023,Mei,Kalimantan Tengah,Rimba Campuran,0,,,,,
2023,Mei,Kalimantan Timur,Rimba Campuran,0,,,,,
2023,Mei,Kalimantan Utara,Rimba Campuran,0,,,,,
2023,Mei,Kepulauan Riau,Rimba Campuran,0,,,,,
2023,Mei,Maluku,Rimba Campuran,0,,,,,
2023,Mei,Maluku Utara,Rimba Campuran,0,,,,,
2023,Mei,Nangroe Aceh Darussalam,Rimba Campuran,0,,,,,
2023,Mei,Nusa Tenggara Barat,Rimba Campuran,0,,,,,
2023,Mei,Nusa Tenggara Timur,Rimba Campuran,0,,,,,
2023,Mei,Papua,Rimba Campuran,0,,,,,
2023,Mei,Papua Barat,Rimba Campuran,0,,,,,
2023,Mei,Riau,Rimba Campuran,0,,,,,
2023,Mei,Sulawesi Barat,Rimba Campuran,0,,,,,
2023,Mei,Sulawesi Selatan,Rimba Campuran,0,,,,,
2023,Mei,Sulawesi Tengah,Rimba Campuran,0,,,,,
2023,Mei,Sulawesi Tenggara,Rimba Campuran,0,,,,,
2023,Mei,Sulawesi Utara,Rimba Campuran,0,,,,,
2023,Mei,Sumatera Barat,Rimba Campuran,0,,,,,
2023,Mei,Sumatera Selatan,Rimba Campuran,0,,,,,
2023,Mei,Sumatera Utara,Rimba Campuran,0,,,,,
2023,Juni,Bangka Belitung,Rimba Campuran,0,,,,,
2023,Juni,Gorontalo,Rimba Campuran,0,,,,,
2023,Juni,Jambi,Rimba Campuran,0,,,,,
2023,Juni,Jawa Barat,Rimba Campuran,0,,,,,
2023,Juni,Jawa Tengah,Rimba Campuran,0,,,,,
2023,Juni,Jawa Timur,Rimba Campuran,0,,,,,
2023,Juni,Kalimantan Barat,Rimba Campuran,0,,,,,
2023,Juni,Kalimantan Selatan,Rimba Campuran,0,,,,,
2023,Juni,Kalimantan Tengah,Rimba Campuran,0,,,,,
2023,Juni,Kalimantan Timur,Rimba Campuran,0,,,,,
2023,Juni,Kalimantan Utara,Rimba Campuran,0,,,,,
2023,Juni,Kepulauan Riau,Rimba Campuran,0,,,,,
2023,Juni,Maluku,Rimba Campuran,0,,,,,
2023,Juni,Maluku Utara,Rimba Campuran,0,,,,,
2023,Juni,Nangroe Aceh Darussalam,Rimba Campuran,0,,,,,
2023,Juni,Nusa Tenggara Barat,Rimba Campuran,0,,,,,
2023,Juni,Nusa Tenggara Timur,Rimba Campuran,0,,,,,
2023,Juni,Papua,Rimba Campuran,0,,,,,
2023,Juni,Papua Barat,Rimba Campuran,0,,,,,
2023,Juni,Riau,Rimba Campuran,0,,,,,
2023,Juni,Sulawesi Barat,Rimba Campuran,0,,,,,
2023,Juni,Sulawesi Selatan,Rimba Campuran,0,,,,,
2023,Juni,Sulawesi Tengah,Rimba Campuran,0,,,,,
2023,Juni,Sulawesi Tenggara,Rimba Campuran,0,,,,,
2023,Juni,Sulawesi Utara,Rimba Campuran,0,,,,,
2023,Juni,Sumatera Barat,Rimba Campuran,0,,,,,
2023,Juni,Sumatera Selatan,Rimba Campuran,0,,,,,
2023,Juni,Sumatera Utara,Rimba Campuran,0,,,,,
2023,Juli,Bangka Belitung,Rimba Campuran,0,,,,,
2023,Juli,Gorontalo,Rimba Campuran,0,,,,,
2023,Juli,Jambi,Rimba Campuran,0,,,,,
2023,Juli,Jawa Barat,Rimba Campuran,0,,,,,
2023,Juli,Jawa Tengah,Rimba Campuran,0,,,,,
2023,Juli,Jawa Timur,Rimba Campuran,0,,,,,
2023,Juli,Kalimantan Barat,Rimba Campuran,0,,,,,
2023,Juli,Kalimantan Selatan,Rimba Campuran,0,,,,,
2023,Juli,Kalimantan Tengah,Rimba Campuran,0,,,,,
2023,Juli,Kalimantan Timur,Rimba Campuran,0,,,,,
2023,Juli,Kalimantan Utara,Rimba Campuran,0,,,,,
2023,Juli,Kepulauan Riau,Rimba Campuran,0,,,,,
2023,Juli,Maluku,Rimba Campuran,0,,,,,
2023,Juli,Maluku Utara,Rimba Campuran,0,,,,,
2023,Juli,Nangroe Aceh Darussalam,Rimba Campuran,0,,,,,
2023,Juli,Nusa Tenggara Barat,Rimba Campuran,0,,,,,
2023,Juli,Nusa Tenggara Timur,Rimba Campuran,0,,,,,
2023,Juli,Papua,Rimba Campuran,0,,,,,
2023,Juli,Papua Barat,Rimba Campuran,0,,,,,
2023,Juli,Riau,Rimba Campuran,0,,,,,
2023,Juli,Sulawesi Barat,Rimba Campuran,0,,,,,
2023,Juli,Sulawesi Selatan,Rimba Campuran,0,,,,,
2023,Juli,Sulawesi Tengah,Rimba Campuran,0,,,,,
2023,Juli,Sulawesi Tenggara,Rimba Campuran,0,,,,,
